D-JV-M20_NODE_1498_length_2971_cov_6.887854	2585030	no rank	unclassified Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria"
D-JV-M20_NODE_2637_length_2460_cov_36.006284	2808997	species	Botourmiaviridae sp.	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Botourmiaviridae sp."
D-JV-M20_NODE_2820_length_2407_cov_3.496144	1923231	species	Hubei sobemo-like virus 43	2	2	2	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria;-_unclassified RNA viruses ShiM-2016;s_Hubei sobemo-like virus 43"
D-JV-M20_NODE_2860_length_2396_cov_9.321567	3059019	species	Rhizoctonia zeae ourmia-like virus 1	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Rhizoctonia zeae ourmia-like virus 1"
D-JV-M20_NODE_3005_length_2355_cov_7.324277	0	no rank	unclassified	1	0	0	0.000	
D-JV-M20_NODE_12137_length_1307_cov_2.346029	2560063	family	Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae"
D-JV-M20_NODE_13247_length_1246_cov_1.537937	2585030	no rank	unclassified Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria"
D-JV-M20_NODE_15066_length_1165_cov_2.123626	0	no rank	unclassified	1	0	0	0.000	
D-JV-M20_NODE_16105_length_1120_cov_1.518625	2587224	species	Mitovirus sp.	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;g_Mitovirus;-_unclassified Mitovirus;s_Mitovirus sp."
D-JV-M20_NODE_18441_length_1029_cov_2.419456	2759274	species	Phoma matteucciicola RNA virus 1	2	2	1	0.980	"d_Viruses;-_Riboviria;-_unclassified Riboviria;s_Phoma matteucciicola RNA virus 1"
D-JA-M21_NODE_18380_length_1036_cov_2.360332	2788892	no rank	unclassified Mitoviridae	3	3	3	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;-_unclassified Mitoviridae"
D-JA-M21_NODE_19894_length_983_cov_2.154945	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
D-JA-M21_NODE_28183_length_757_cov_1.426901	352926	no rank	unclassified Astroviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Stelpaviricetes;o_Stellavirales;f_Astroviridae;-_unclassified Astroviridae"
D-JA-M21_NODE_51620_length_445_cov_2.381720	2587224	species	Mitovirus sp.	5	5	3	0.650	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;g_Mitovirus;-_unclassified Mitovirus;s_Mitovirus sp."
R-RA-M21_NODE_38074_length_631_cov_1.295699	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
R-RA-M21_NODE_47847_length_535_cov_2.194805	2732407	phylum	Lenarviricota	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota"
R-RA-M21_NODE_51730_length_506_cov_0.658199	2587553	no rank	unclassified Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae"
R-RA-M21_NODE_61503_length_446_cov_1.361930	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
T-AM-M21_NODE_28_length_9150_cov_14.701003	2559587	clade	Riboviria	2	1	1	1.000	"d_Viruses;-_Riboviria"
T-AM-M21_NODE_88_length_6845_cov_6.746604	2559587	clade	Riboviria	2	1	1	1.000	"d_Viruses;-_Riboviria"
M-VA-J21_NODE_3464_length_2169_cov_13.378817	2560063	family	Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae"
M-VA-J21_NODE_3507_length_2160_cov_3.922377	3066568	species	Lwood associated botourmia-like virus 19	2	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Lwood associated botourmia-like virus 19"
M-VA-J21_NODE_5293_length_1890_cov_6.003302	0	no rank	unclassified	1	0	0	0.000	
M-VA-J21_NODE_6092_length_1800_cov_4.694268	2741922	species	Erysiphe necator associated abispo virus 6	1	1	1	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria;s_Erysiphe necator associated abispo virus 6"
M-VA-J21_NODE_6146_length_1795_cov_5.036585	2560063	family	Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae"
M-VA-J21_NODE_6918_length_1722_cov_3.601577	2587553	no rank	unclassified Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae"
M-VA-J21_NODE_10643_length_1471_cov_2.331903	2732407	phylum	Lenarviricota	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota"
M-VA-J21_NODE_11911_length_1410_cov_0.932685	0	no rank	unclassified	1	0	0	0.000	
M-VA-J21_NODE_12506_length_1383_cov_2.960305	2732396	kingdom	Orthornavirae	2	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae"
M-VA-J21_NODE_14857_length_1287_cov_2.040362	2560063	family	Botourmiaviridae	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae"
M-VA-J21_NODE_14887_length_1286_cov_1.548228	1437189	species	Mitovirus AEF-2013	5	5	5	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;g_Mitovirus;-_unclassified Mitovirus;s_Mitovirus AEF-2013"
M-VA-J21_NODE_32031_length_892_cov_1.551893	2741822	species	Erysiphe necator associated ourmia-like virus 42	3	3	3	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;g_Ourmiavirus;-_unclassified Ourmiavirus;s_Erysiphe necator associated ourmia-like virus 42"
M-VA-J21_NODE_39528_length_792_cov_2.191933	2875798	species	Stenotaphrum nepovirus	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Pisuviricota;c_Pisoniviricetes;o_Picornavirales;f_Secoviridae;-_Comovirinae;g_Nepovirus;-_unclassified Nepovirus;s_Stenotaphrum nepovirus"
M-VA-J21_NODE_52803_length_665_cov_1.564189	2689564	species	Erysiphe necator associated ourmia-like virus 6	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Erysiphe necator associated ourmia-like virus 6"
M-VA-J21_NODE_79213_length_505_cov_2.354167	2808997	species	Botourmiaviridae sp.	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Botourmiaviridae sp."
T-RA-J21_NODE_1_length_20133_cov_7.309073	1680130	no rank	unclassified Endornaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae;-_unclassified Endornaviridae"
T-RA-J21_NODE_8_length_13018_cov_14.011587	35303	no rank	unclassified Rhabdoviridae	6	5	4	0.800	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Negarnaviricota;-_Haploviricotina;c_Monjiviricetes;o_Mononegavirales;f_Rhabdoviridae;-_unclassified Rhabdoviridae"
T-RA-J21_NODE_29_length_8022_cov_13.220028	2737060	species	Erysiphe necator associated negative-stranded RNA virus 16	2	2	1	0.500	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Negarnaviricota;-_unclassified Negarnaviricota;s_Erysiphe necator associated negative-stranded RNA virus 16"
T-RA-J21_NODE_186_length_5068_cov_9.199800	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
T-RA-J21_NODE_261_length_4696_cov_4.918884	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
C-PL-M21_NODE_1891_length_2779_cov_3.058758	2842319	family	Fiersviridae	3	3	2	0.670	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae"
C-PL-M21_NODE_3000_length_2364_cov_4.621126	1477021	species	Conyzicola nivalis	2	1	1	1.000	"-_cellular organisms;d_Bacteria;-_Terrabacteria group;p_Actinomycetota;c_Actinomycetes;o_Micrococcales;f_Microbacteriaceae;g_Conyzicola;s_Conyzicola nivalis"
C-PL-M21_NODE_5360_length_1880_cov_3.127836	1	no rank	root	1	1	1	1.000	#NAME?
C-PL-M21_NODE_13135_length_1194_cov_1.629795	0	no rank	unclassified	1	0	0	0.000	
C-PL-M21_NODE_15325_length_1083_cov_1.551485	2842319	family	Fiersviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae"
C-PL-M21_NODE_18417_length_962_cov_2.226097	908833	no rank	unclassified Narnavirus	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Amabiliviricetes;o_Wolframvirales;f_Narnaviridae;g_Narnavirus;-_unclassified Narnavirus"
C-PL-M21_NODE_45301_length_456_cov_1.817232	186766	family	Narnaviridae	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Amabiliviricetes;o_Wolframvirales;f_Narnaviridae"
R-PL-M20_NODE_6_length_14334_cov_501.864666	564644	family	Endornaviridae	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Alsuviricetes;o_Martellivirales;f_Endornaviridae"
R-PL-M20_NODE_88_length_6811_cov_4.441822	1608116	species	Wuhan Louse Fly Virus 2	1	1	1	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria;-_unclassified ssRNA viruses;-_unclassified ssRNA negative-strand viruses;s_Wuhan Louse Fly Virus 2"
R-PL-M20_NODE_4341_length_2112_cov_1.579205	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
D-JV-A20_NODE_18380_length_994_cov_1.370250	2719841	species	Erysiphales associated totivirus 11	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 11"
D-JV-A20_NODE_19962_length_942_cov_0.955121	2719851	species	Erysiphales associated totivirus 21	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 21"
D-JV-A20_NODE_21347_length_901_cov_0.867150	348097	no rank	unclassified Totivirus	2	2	1	0.970	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus"
D-JV-A20_NODE_21616_length_893_cov_0.717073	11006	family	Totiviridae	2	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae"
D-JV-A20_NODE_22867_length_856_cov_1.758621	2719842	species	Erysiphales associated totivirus 12	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 12"
D-JV-A20_NODE_23877_length_831_cov_1.162269	2719842	species	Erysiphales associated totivirus 12	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 12"
D-JV-A20_NODE_26055_length_779_cov_1.381020	3068671	species	Rhizoctonia cerealis phyllomonavirus	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Negarnaviricota;-_Haploviricotina;c_Monjiviricetes;o_Mononegavirales;f_Mymonaviridae;g_Phyllomonavirus;-_unclassified Phyllomonavirus;s_Rhizoctonia cerealis phyllomonavirus"
D-JV-A20_NODE_26166_length_776_cov_1.322902	2719851	species	Erysiphales associated totivirus 21	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 21"
D-JV-A20_NODE_26871_length_760_cov_0.997089	2592691	species	Podosphaera totivirus A	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;-_unclassified Totiviridae;s_Podosphaera totivirus A"
D-JV-A20_NODE_27734_length_741_cov_1.838323	2719840	species	Erysiphales associated totivirus 10	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 10"
D-JV-A20_NODE_2647_length_2401_cov_1.819158	2719849	species	Erysiphales associated totivirus 2	3	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 2"
D-JV-A20_NODE_2697_length_2386_cov_11.829226	2732892	family	Mitoviridae	4	4	4	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae"
D-JV-A20_NODE_2765_length_2360_cov_29.459117	343865	no rank	unclassified Mitovirus	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;g_Mitovirus;-_unclassified Mitovirus"
D-JV-A20_NODE_2798_length_2353_cov_4.578947	3066725	species	Moss associated botourmia-like virus 88	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Moss associated botourmia-like virus 88"
D-JV-A20_NODE_2879_length_2330_cov_1.598582	11006	family	Totiviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae"
D-JV-A20_NODE_2993_length_2301_cov_8.685368	2592713	species	Podosphaera ourmiavirus A	2	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;g_Ourmiavirus;-_unclassified Ourmiavirus;s_Podosphaera ourmiavirus A"
D-JV-A20_NODE_3292_length_2220_cov_2.831858	11006	family	Totiviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae"
D-JV-A20_NODE_3369_length_2201_cov_3.707237	2970164	species	Guiyang mito-like virus 6	5	5	5	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;-_unclassified Mitoviridae;s_Guiyang mito-like virus 6"
D-JV-A20_NODE_3860_length_2090_cov_4.467526	2719509	species	Plasmopara viticola lesion associated narnavirus 25	3	2	1	0.500	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Amabiliviricetes;o_Wolframvirales;f_Narnaviridae;g_Narnavirus;-_unclassified Narnavirus;s_Plasmopara viticola lesion associated narnavirus 25"
D-JV-A20_NODE_3946_length_2074_cov_1.942029	2587224	species	Mitovirus sp.	6	6	2	0.810	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Howeltoviricetes;o_Cryppavirales;f_Mitoviridae;g_Mitovirus;-_unclassified Mitovirus;s_Mitovirus sp."
D-JV-A20_NODE_31761_length_667_cov_1.462963	2719842	species	Erysiphales associated totivirus 12	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 12"
D-JV-A20_NODE_34877_length_620_cov_0.987203	0	no rank	unclassified	1	0	0	0.000	
D-JV-A20_NODE_35463_length_612_cov_1.022263	2592691	species	Podosphaera totivirus A	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;-_unclassified Totiviridae;s_Podosphaera totivirus A"
D-JV-A20_NODE_36152_length_603_cov_1.060377	348097	no rank	unclassified Totivirus	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus"
D-JV-A20_NODE_39915_length_557_cov_2.989669	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
D-JV-A20_NODE_41444_length_541_cov_1.611111	2719850	species	Erysiphales associated totivirus 20	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 20"
D-JV-A20_NODE_42052_length_535_cov_1.177489	2592691	species	Podosphaera totivirus A	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;-_unclassified Totiviridae;s_Podosphaera totivirus A"
D-JV-A20_NODE_42497_length_531_cov_0.866812	2719851	species	Erysiphales associated totivirus 21	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 21"
D-JV-A20_NODE_46777_length_491_cov_1.287081	2719858	species	Erysiphales associated totivirus 6	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus;s_Erysiphales associated totivirus 6"
D-JV-A20_NODE_47423_length_485_cov_2.628641	348097	no rank	unclassified Totivirus	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;g_Totivirus;-_unclassified Totivirus"
R-AM-M20_NODE_2682_length_2675_cov_44.752882	2585031	species	Riboviria sp.	2	2	1	0.500	"d_Viruses;-_Riboviria;-_unclassified Riboviria;s_Riboviria sp."
R-AM-M20_NODE_3369_length_2486_cov_5.995441	3066733	species	Moss associated botourmia-like virus 95	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;-_unclassified Botourmiaviridae;s_Moss associated botourmia-like virus 95"
R-GM-J21_NODE_141_length_6442_cov_9.204271	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
R-GM-J21_NODE_165_length_6290_cov_8.060640	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
R-GM-J21_NODE_210_length_6090_cov_23.452883	2719814	species	Bremia lactucae associated yuevirus-like virus 1	1	1	1	1.000	"d_Viruses;-_Riboviria;-_unclassified Riboviria;s_Bremia lactucae associated yuevirus-like virus 1"
R-GM-J21_NODE_512_length_4891_cov_3.091117	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
R-GM-J21_NODE_520_length_4855_cov_3.698662	10239	superkingdom	Viruses	1	1	1	1.000	d_Viruses
R-GM-J21_NODE_596_length_4665_cov_26.576873	473783	no rank	unclassified Umbravirus	3	2	1	0.500	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Kitrinoviricota;c_Tolucaviricetes;o_Tolivirales;f_Tombusviridae;-_Calvusvirinae;g_Umbravirus;-_unclassified Umbravirus"
C-AM-M21_NODE_667_length_3947_cov_7.607383	2842243	class	Leviviricetes	3	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes"
C-AM-M21_NODE_877_length_3642_cov_35.901933	2786679	no rank	ssRNA phage SRR7976310_17	2	2	1	0.500	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Timlovirales;f_Steitzviridae;g_Ashcevirus;s_Ashcevirus caenenecus;-_ssRNA phage SRR7976310_17"
C-RA-M20_NODE_130_length_5992_cov_3.426254	10239	superkingdom	Viruses	2	1	1	1.000	d_Viruses
C-RA-M20_NODE_981_length_3462_cov_2.262909	2970071	species	Guiyang fiers-like virus 2	3	3	2	0.670	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Leviviricetes;o_Norzivirales;f_Fiersviridae;-_unclassified Fiersviridae;s_Guiyang fiers-like virus 2"
C-RA-M20_NODE_1892_length_2833_cov_25.383696	2732396	kingdom	Orthornavirae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae"
C-RA-M20_NODE_2162_length_2719_cov_3.132653	3067060	species	Streptophyte associated narna-like virus 16	2	2	2	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Amabiliviricetes;o_Wolframvirales;f_Narnaviridae;-_unclassified Narnaviridae;s_Streptophyte associated narna-like virus 16"
C-RA-M20_NODE_2343_length_2648_cov_52.572427	2769355	no rank	Oidiodendron maius ourmia-like virus 1	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae;g_Scleroulivirus;s_Scleroulivirus oidiodendronae;-_Oidiodendron maius ourmia-like virus 1"
C-RA-M20_NODE_2358_length_2640_cov_29.656408	2560063	family	Botourmiaviridae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota;c_Miaviricetes;o_Ourlivirales;f_Botourmiaviridae"
C-RA-M20_NODE_2594_length_2561_cov_11.494373	2559587	clade	Riboviria	2	1	1	1.000	"d_Viruses;-_Riboviria"
C-RA-M20_NODE_2758_length_2511_cov_45.238310	2732396	kingdom	Orthornavirae	1	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae"
C-RA-M20_NODE_3363_length_2348_cov_66.129231	2732407	phylum	Lenarviricota	2	1	1	1.000	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Lenarviricota"
C-RA-M20_NODE_3915_length_2230_cov_2.961057	0	no rank	unclassified	1	0	0	0.000	
D-JV-A20_NODE_10294_length_1378_cov_2.436782	2559587	clade	Riboviria	1	1	1	1.000	"d_Viruses;-_Riboviria"
D-JV-A20_NODE_11135_length_1326_cov_1.370311	2592691	species	Podosphaera totivirus A	2	2	1	0.500	"d_Viruses;-_Riboviria;k_Orthornavirae;p_Duplornaviricota;c_Chrymotiviricetes;o_Ghabrivirales;f_Totiviridae;-_unclassified Totiviridae;s_Podosphaera totivirus A"
